================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=women, v=1, w=0.04466942238895564, v*w=0.04466942238895564
f=robesand, v=1, w=0.03930625837513906, v*w=0.03930625837513906
f=,long, v=1, w=0.03131341505824687, v*w=0.03131341505824687
f=Japan, v=1, w=0.00900663982373303, v*w=0.00900663982373303
f=inJapan, v=1, w=0.00900663982373303, v*w=0.00900663982373303
f=shelter, v=1, w=0.004034248735499027, v*w=0.004034248735499027
f=silk, v=1, w=0, v*w=0
f=womenwear, v=1, w=0, v*w=0
f=wearsandals, v=1, w=0, v*w=0
f=longsilk, v=1, w=0, v*w=0
f=silkrobes, v=1, w=0, v*w=0
f=holdumbrellas, v=1, w=0, v*w=0
f=Japantake, v=1, w=0, v*w=0
f=takeshelter, v=1, w=0, v*w=0
f=umbrellas., v=1, w=-0.01899733089193387, v*w=-0.01899733089193387
f=shelterfrom, v=1, w=-0.027722648113703896, v*w=-0.027722648113703896
f=,, v=1, w=-0.031041731553333035, v*w=-0.031041731553333035
f=hold, v=1, w=-0.03494905644450379, v*w=-0.03494905644450379
f=sandals, v=1, w=-0.044763565895094864, v*w=-0.044763565895094864
f=robes, v=1, w=-0.047050107716021056, v*w=-0.047050107716021056
f=andhold, v=1, w=-0.06002300844800746, v*w=-0.06002300844800746
f=Asianwomen, v=1, w=-0.0613444079148112, v*w=-0.0613444079148112
f=long, v=1, w=-0.0695292304875895, v*w=-0.0695292304875895
f=and, v=1, w=-0.07838795061913068, v*w=-0.07838795061913068
f=sandals,, v=1, w=-0.07973263067180134, v*w=-0.07973263067180134
f=in, v=1, w=-0.09509361429859492, v*w=-0.09509361429859492
f=fromthe, v=1, w=-0.12656383545820252, v*w=-0.12656383545820252
f=Asian, v=1, w=-0.15482908894099046, v*w=-0.15482908894099046
f=from, v=1, w=-0.1673216980898075, v*w=-0.1673216980898075
f=TwoAsian, v=1, w=-0.18320213854303818, v*w=-0.18320213854303818
f=therain, v=1, w=-0.18680010239052414, v*w=-0.18680010239052414
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=take, v=1, w=-0.26778201318463984, v*w=-0.26778201318463984
f=rain, v=1, w=-0.2707832299353991, v*w=-0.2707832299353991
================================================================================
P: Seven people are riding bikes on a sandy track .
H: The people are racing .
label=0, predicted=0, correct
f=people, v=2, w=0.14760555189771213, v*w=0.29521110379542426
f=bikes, v=1, w=0.2695603631208668, v*w=0.2695603631208668
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=asandy, v=1, w=0.1888521931552432, v*w=0.1888521931552432
f=areriding, v=1, w=0.14503704198994016, v*w=0.14503704198994016
f=sandy, v=1, w=0.14252488738745397, v*w=0.14252488738745397
f=track, v=1, w=0.12877313398741744, v*w=0.12877313398741744
f=track., v=1, w=0.055457014007289904, v*w=0.055457014007289904
f=ona, v=1, w=0.038194294468584127, v*w=0.038194294468584127
f=riding, v=1, w=0.029977842013145312, v*w=0.029977842013145312
f=ridingbikes, v=1, w=0.015822731616748013, v*w=0.015822731616748013
f=on, v=1, w=-0.006576607159839884, v*w=-0.006576607159839884
f=racing., v=1, w=-0.02912446659087785, v*w=-0.02912446659087785
f=bikeson, v=1, w=-0.04107617632066884, v*w=-0.04107617632066884
f=sandytrack, v=1, w=-0.04887470082846623, v*w=-0.04887470082846623
f=peopleare, v=2, w=-0.025497121242498363, v*w=-0.050994242484996725
f=a, v=1, w=-0.05768615072059646, v*w=-0.05768615072059646
f=areracing, v=1, w=-0.0911061070445872, v*w=-0.0911061070445872
f=Sevenpeople, v=1, w=-0.09996955463450466, v*w=-0.09996955463450466
f=Seven, v=1, w=-0.15159593248171999, v*w=-0.15159593248171999
f=racing, v=1, w=-0.1568577504505952, v*w=-0.1568577504505952
f=Thepeople, v=1, w=-0.3020209749275053, v*w=-0.3020209749275053
f=The, v=1, w=-0.4045696403961122, v*w=-0.4045696403961122
f=are, v=2, w=-0.29381510678573053, v*w=-0.5876302135714611
================================================================================
P: A couple bows their head as a man in a decorative robe reads from a scroll in Asia with a black late model station wagon in the background .
H: A black late model station wagon is in the background .
label=1, predicted=0, wrong
f=isin, v=1, w=0.5769469124135946, v*w=0.5769469124135946
f=background, v=2, w=0.2647293002684094, v*w=0.5294586005368188
f=aman, v=1, w=0.3715605349022552, v*w=0.3715605349022552
f=black, v=2, w=0.17527735647504145, v*w=0.3505547129500829
f=reads, v=1, w=0.3355267489978417, v*w=0.3355267489978417
f=A, v=2, w=0.1356077086318421, v*w=0.2712154172636842
f=station, v=2, w=0.13328068921663175, v*w=0.2665613784332635
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=head, v=1, w=0.17674279807550783, v*w=0.17674279807550783
f=decorative, v=1, w=0.14462652452070177, v*w=0.14462652452070177
f=Acouple, v=1, w=0.12593975537761187, v*w=0.12593975537761187
f=theirhead, v=1, w=0.11455057603177879, v*w=0.11455057603177879
f=scroll, v=1, w=0.11132162857178089, v*w=0.11132162857178089
f=ina, v=1, w=0.1019014453480294, v*w=0.1019014453480294
f=witha, v=1, w=0.07968947448526474, v*w=0.07968947448526474
f=thebackground, v=2, w=0.021470997296373126, v*w=0.04294199459274625
f=froma, v=1, w=0.031986455966818664, v*w=0.031986455966818664
f=manin, v=1, w=0.009941214264901212, v*w=0.009941214264901212
f=bows, v=1, w=0, v*w=0
f=couplebows, v=1, w=0, v*w=0
f=bowstheir, v=1, w=0, v*w=0
f=adecorative, v=1, w=0, v*w=0
f=decorativerobe, v=1, w=0, v*w=0
f=robereads, v=1, w=0, v*w=0
f=readsfrom, v=1, w=0, v*w=0
f=ascroll, v=1, w=0, v*w=0
f=scrollin, v=1, w=0, v*w=0
f=Asiawith, v=1, w=0, v*w=0
f=blacklate, v=2, w=0, v*w=0
f=latemodel, v=2, w=0, v*w=0
f=modelstation, v=2, w=0, v*w=0
f=stationwagon, v=2, w=0, v*w=0
f=wagonin, v=1, w=0, v*w=0
f=wagonis, v=1, w=0, v*w=0
f=headas, v=1, w=-0.004585262057287234, v*w=-0.004585262057287234
f=as, v=1, w=-0.02545669387318382, v*w=-0.02545669387318382
f=man, v=1, w=-0.03717188463081698, v*w=-0.03717188463081698
f=with, v=1, w=-0.03837810488855693, v*w=-0.03837810488855693
f=Ablack, v=1, w=-0.0845685892677836, v*w=-0.0845685892677836
f=robe, v=1, w=-0.08854146543325396, v*w=-0.08854146543325396
f=inthe, v=2, w=-0.04945189044635606, v*w=-0.09890378089271212
f=is, v=1, w=-0.10426457744737729, v*w=-0.10426457744737729
f=asa, v=1, w=-0.15126929350823506, v*w=-0.15126929350823506
f=ablack, v=1, w=-0.1592951330820057, v*w=-0.1592951330820057
f=late, v=2, w=-0.07999820215038088, v*w=-0.15999640430076176
f=their, v=1, w=-0.16579930423755876, v*w=-0.16579930423755876
f=from, v=1, w=-0.1673216980898075, v*w=-0.1673216980898075
f=Asia, v=1, w=-0.17206210432907376, v*w=-0.17206210432907376
f=inAsia, v=1, w=-0.17206210432907376, v*w=-0.17206210432907376
f=background., v=2, w=-0.1047400848030054, v*w=-0.2094801696060108
f=a, v=4, w=-0.05768615072059646, v*w=-0.23074460288238585
f=couple, v=1, w=-0.24249543131056772, v*w=-0.24249543131056772
f=model, v=2, w=-0.1866540033821716, v*w=-0.3733080067643432
f=in, v=4, w=-0.09509361429859492, v*w=-0.3803744571943797
f=wagon, v=2, w=-0.19467741186131537, v*w=-0.38935482372263075
f=the, v=2, w=-0.2428361245146822, v*w=-0.4856722490293644
================================================================================
P: Woman reading a book in a laundry room
H: The book is old .
label=0, predicted=0, correct
f=room, v=1, w=0.12983367215067407, v*w=0.12983367215067407
f=., v=1, w=0.12857318153330988, v*w=0.12857318153330988
f=ina, v=1, w=0.1019014453480294, v*w=0.1019014453480294
f=Womanreading, v=1, w=0, v*w=0
f=Thebook, v=1, w=0, v*w=0
f=bookis, v=1, w=0, v*w=0
f=Woman, v=1, w=-0.022622125148751924, v*w=-0.022622125148751924
f=bookin, v=1, w=-0.057308545492581804, v*w=-0.057308545492581804
f=in, v=1, w=-0.09509361429859492, v*w=-0.09509361429859492
f=is, v=1, w=-0.10426457744737729, v*w=-0.10426457744737729
f=laundry, v=1, w=-0.10528412672201505, v*w=-0.10528412672201505
f=a, v=2, w=-0.05768615072059646, v*w=-0.11537230144119293
f=reading, v=1, w=-0.1160870282372113, v*w=-0.1160870282372113
f=laundryroom, v=1, w=-0.12228948753852928, v*w=-0.12228948753852928
f=alaundry, v=1, w=-0.14050235651887383, v*w=-0.14050235651887383
f=abook, v=1, w=-0.15745760112513088, v*w=-0.15745760112513088
f=readinga, v=1, w=-0.16955686807926004, v*w=-0.16955686807926004
f=isold, v=1, w=-0.1755618178386188, v*w=-0.1755618178386188
f=book, v=2, w=-0.0973097065524547, v*w=-0.1946194131049094
f=old, v=1, w=-0.20370694181453072, v*w=-0.20370694181453072
f=old., v=1, w=-0.20904873107450272, v*w=-0.20904873107450272
f=The, v=1, w=-0.4045696403961122, v*w=-0.4045696403961122
================================================================================
P: A man is standing in front of a building holding heart shaped balloons and a woman is crossing the street .
H: Someone is holding something outside .
label=1, predicted=1, correct
f=Someone, v=1, w=0.5641564316806932, v*w=0.5641564316806932
f=outside., v=1, w=0.5433023646199514, v*w=0.5433023646199514
f=Someoneis, v=1, w=0.484388330204749, v*w=0.484388330204749
f=something, v=1, w=0.3806712474677993, v*w=0.3806712474677993
f=isholding, v=1, w=0.27352462355526935, v*w=0.27352462355526935
f=isstanding, v=1, w=0.26641832553519773, v*w=0.26641832553519773
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=Aman, v=1, w=0.21805720288299957, v*w=0.21805720288299957
f=infront, v=1, w=0.19798494554347312, v*w=0.19798494554347312
f=thestreet, v=1, w=0.16995017845738097, v*w=0.16995017845738097
f=outside, v=1, w=0.166993073516632, v*w=0.166993073516632
f=crossingthe, v=1, w=0.14314660211813832, v*w=0.14314660211813832
f=A, v=1, w=0.1356077086318421, v*w=0.1356077086318421
f=woman, v=1, w=0.13011455724741094, v*w=0.13011455724741094
f=holdingsomething, v=1, w=0.1269593187599609, v*w=0.1269593187599609
f=frontof, v=1, w=0.12611690611735155, v*w=0.12611690611735155
f=holding, v=2, w=0.06129207345944638, v*w=0.12258414691889276
f=anda, v=1, w=0.09980893051518305, v*w=0.09980893051518305
f=standing, v=1, w=0.09519191913807996, v*w=0.09519191913807996
f=buildingholding, v=1, w=0.0936266062023677, v*w=0.0936266062023677
f=awoman, v=1, w=0.07363208941135828, v*w=0.07363208941135828
f=somethingoutside, v=1, w=0.07216557908979374, v*w=0.07216557908979374
f=ofa, v=1, w=0.06322462541038039, v*w=0.06322462541038039
f=crossing, v=1, w=0.0598295306792859, v*w=0.0598295306792859
f=manis, v=1, w=0.03602058222876871, v*w=0.03602058222876871
f=iscrossing, v=1, w=0.02911881108126585, v*w=0.02911881108126585
f=street., v=1, w=0.023161505779684368, v*w=0.023161505779684368
f=shaped, v=1, w=0.01807856741864427, v*w=0.01807856741864427
f=abuilding, v=1, w=0.0004520791253412697, v*w=0.0004520791253412697
f=holdingheart, v=1, w=0, v*w=0
f=heartshaped, v=1, w=0, v*w=0
f=shapedballoons, v=1, w=0, v*w=0
f=balloonsand, v=1, w=0, v*w=0
f=street, v=1, w=-0.0035483028318261224, v*w=-0.0035483028318261224
f=man, v=1, w=-0.03717188463081698, v*w=-0.03717188463081698
f=of, v=1, w=-0.043646278307833394, v*w=-0.043646278307833394
f=standingin, v=1, w=-0.059738320211858716, v*w=-0.059738320211858716
f=and, v=1, w=-0.07838795061913068, v*w=-0.07838795061913068
f=heart, v=1, w=-0.08661531143050295, v*w=-0.08661531143050295
f=in, v=1, w=-0.09509361429859492, v*w=-0.09509361429859492
f=a, v=2, w=-0.05768615072059646, v*w=-0.11537230144119293
f=front, v=1, w=-0.17112468492060498, v*w=-0.17112468492060498
f=balloons, v=1, w=-0.19321526480667983, v*w=-0.19321526480667983
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=womanis, v=1, w=-0.2591909650405242, v*w=-0.2591909650405242
f=building, v=1, w=-0.2595338545029798, v*w=-0.2595338545029798
f=is, v=3, w=-0.10426457744737729, v*w=-0.31279373234213187
================================================================================
P: Two guys are wearing uniforms who are running in the grass .
H: Two guys in uniforms are playing a sport on the grass
label=0, predicted=1, wrong
f=uniforms, v=2, w=0.35530146024537895, v*w=0.7106029204907579
f=thegrass, v=2, w=0.29988689447106426, v*w=0.5997737889421285
f=Twoguys, v=2, w=0.19715374745472697, v*w=0.39430749490945394
f=guys, v=2, w=0.1694800324085656, v*w=0.3389600648171312
f=sport, v=1, w=0.2786045716311524, v*w=0.2786045716311524
f=areplaying, v=1, w=0.23302499741335359, v*w=0.23302499741335359
f=playinga, v=1, w=0.2012151991962463, v*w=0.2012151991962463
f=asport, v=1, w=0.16157514835639844, v*w=0.16157514835639844
f=onthe, v=1, w=0.14116085808089524, v*w=0.14116085808089524
f=Two, v=2, w=0.06669680516475003, v*w=0.13339361032950006
f=., v=1, w=0.12857318153330988, v*w=0.12857318153330988
f=wearinguniforms, v=1, w=0.12107578912576426, v*w=0.12107578912576426
f=guysare, v=1, w=0.11360225683268105, v*w=0.11360225683268105
f=inuniforms, v=1, w=0.0953904240585947, v*w=0.0953904240585947
f=grass, v=2, w=0.019605038433957382, v*w=0.039210076867914764
f=playing, v=1, w=0.0030518931310784337, v*w=0.0030518931310784337
f=uniformswho, v=1, w=0, v*w=0
f=sporton, v=1, w=0, v*w=0
f=on, v=1, w=-0.006576607159839884, v*w=-0.006576607159839884
f=arewearing, v=1, w=-0.01906418455886862, v*w=-0.01906418455886862
f=whoare, v=1, w=-0.019973862468641634, v*w=-0.019973862468641634
f=uniformsare, v=1, w=-0.0422181230020362, v*w=-0.0422181230020362
f=who, v=1, w=-0.04355991180141591, v*w=-0.04355991180141591
f=inthe, v=1, w=-0.04945189044635606, v*w=-0.04945189044635606
f=running, v=1, w=-0.0570961944047073, v*w=-0.0570961944047073
f=a, v=1, w=-0.05768615072059646, v*w=-0.05768615072059646
f=wearing, v=1, w=-0.08591864844088887, v*w=-0.08591864844088887
f=runningin, v=1, w=-0.0889385158144316, v*w=-0.0889385158144316
f=guysin, v=1, w=-0.12057284392526722, v*w=-0.12057284392526722
f=in, v=2, w=-0.09509361429859492, v*w=-0.19018722859718984
f=arerunning, v=1, w=-0.20854180089003793, v*w=-0.20854180089003793
f=grass., v=1, w=-0.30994387907043236, v*w=-0.30994387907043236
f=the, v=2, w=-0.2428361245146822, v*w=-0.4856722490293644
f=are, v=3, w=-0.29381510678573053, v*w=-0.8814453203571916
================================================================================
P: Two men in uniforms are in soccer field behind a line waiting to play .
H: two men waiting to play soccer in May
label=0, predicted=0, correct
f=soccer, v=2, w=0.2053510707334347, v*w=0.4107021414668694
f=two, v=1, w=0.3685725224416733, v*w=0.3685725224416733
f=uniforms, v=1, w=0.35530146024537895, v*w=0.35530146024537895
f=arein, v=1, w=0.32372819531114005, v*w=0.32372819531114005
f=soccerin, v=1, w=0.1696900211765983, v*w=0.1696900211765983
f=., v=1, w=0.12857318153330988, v*w=0.12857318153330988
f=soccerfield, v=1, w=0.12458168104875514, v*w=0.12458168104875514
f=Twomen, v=1, w=0.11605679931898484, v*w=0.11605679931898484
f=aline, v=1, w=0.11480659373523716, v*w=0.11480659373523716
f=line, v=1, w=0.10133925622889094, v*w=0.10133925622889094
f=playsoccer, v=1, w=0.09889803830311876, v*w=0.09889803830311876
f=inuniforms, v=1, w=0.0953904240585947, v*w=0.0953904240585947
f=Two, v=1, w=0.06669680516475003, v*w=0.06669680516475003
f=menin, v=1, w=0.0653365225798892, v*w=0.0653365225798892
f=menwaiting, v=1, w=0.04346353012007563, v*w=0.04346353012007563
f=behinda, v=1, w=0.04085478078247449, v*w=0.04085478078247449
f=fieldbehind, v=1, w=0, v*w=0
f=linewaiting, v=1, w=0, v*w=0
f=insoccer, v=1, w=-0.015250477502173041, v*w=-0.015250477502173041
f=behind, v=1, w=-0.01890406911076717, v*w=-0.01890406911076717
f=play., v=1, w=-0.023651461180961633, v*w=-0.023651461180961633
f=inMay, v=1, w=-0.037199107974329446, v*w=-0.037199107974329446
f=uniformsare, v=1, w=-0.0422181230020362, v*w=-0.0422181230020362
f=May, v=1, w=-0.05273300726786566, v*w=-0.05273300726786566
f=a, v=1, w=-0.05768615072059646, v*w=-0.05768615072059646
f=field, v=1, w=-0.11351889130477621, v*w=-0.11351889130477621
f=twomen, v=1, w=-0.155685353109385, v*w=-0.155685353109385
f=men, v=2, w=-0.08858767269030798, v*w=-0.17717534538061597
f=in, v=3, w=-0.09509361429859492, v*w=-0.28528084289578476
f=are, v=1, w=-0.29381510678573053, v*w=-0.29381510678573053
f=play, v=2, w=-0.16753196890112168, v*w=-0.33506393780224336
f=toplay, v=2, w=-0.18637277172476027, v*w=-0.37274554344952054
f=waitingto, v=2, w=-0.26712068371697784, v*w=-0.5342413674339557
f=waiting, v=2, w=-0.376576160668079, v*w=-0.753152321336158
f=to, v=2, w=-0.48295348356315804, v*w=-0.9659069671263161
================================================================================
P: An older gentleman in a blue sports jacket and glasses is talking to a woman in an off-white jacket .
H: The older man is famous .
label=0, predicted=0, correct
f=talkingto, v=1, w=0.29342861444177976, v*w=0.29342861444177976
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=sports, v=1, w=0.224323255655628, v*w=0.224323255655628
f=inan, v=1, w=0.22022477012492742, v*w=0.22022477012492742
f=jacket., v=1, w=0.14741240542283582, v*w=0.14741240542283582
f=woman, v=1, w=0.13011455724741094, v*w=0.13011455724741094
f=ina, v=1, w=0.1019014453480294, v*w=0.1019014453480294
f=An, v=1, w=0.08891465913799289, v*w=0.08891465913799289
f=Theolder, v=1, w=0.08257969583716393, v*w=0.08257969583716393
f=ablue, v=1, w=0.074614746381672, v*w=0.074614746381672
f=awoman, v=1, w=0.07363208941135828, v*w=0.07363208941135828
f=glassesis, v=1, w=0.06721936706616363, v*w=0.06721936706616363
f=talking, v=1, w=0.06118559805156672, v*w=0.06118559805156672
f=gentleman, v=1, w=0.058598518264423326, v*w=0.058598518264423326
f=jacketand, v=1, w=0.043153931798360336, v*w=0.043153931798360336
f=gentlemanin, v=1, w=0.03981432566041902, v*w=0.03981432566041902
f=manis, v=1, w=0.03602058222876871, v*w=0.03602058222876871
f=blue, v=1, w=0.024403217777692394, v*w=0.024403217777692394
f=toa, v=1, w=0.014462275624736433, v*w=0.014462275624736433
f=bluesports, v=1, w=0, v*w=0
f=sportsjacket, v=1, w=0, v*w=0
f=anoff-white, v=1, w=0, v*w=0
f=off-whitejacket, v=1, w=0, v*w=0
f=isfamous, v=1, w=0, v*w=0
f=famous., v=1, w=-0.023772618829136387, v*w=-0.023772618829136387
f=glasses, v=1, w=-0.024760638146374223, v*w=-0.024760638146374223
f=man, v=1, w=-0.03717188463081698, v*w=-0.03717188463081698
f=jacket, v=2, w=-0.01980080171804969, v*w=-0.03960160343609938
f=olderman, v=1, w=-0.05566746687747669, v*w=-0.05566746687747669
f=off-white, v=1, w=-0.058536178274890036, v*w=-0.058536178274890036
f=an, v=1, w=-0.06087247582272282, v*w=-0.06087247582272282
f=istalking, v=1, w=-0.06347848849268152, v*w=-0.06347848849268152
f=oldergentleman, v=1, w=-0.07080052050470309, v*w=-0.07080052050470309
f=and, v=1, w=-0.07838795061913068, v*w=-0.07838795061913068
f=womanin, v=1, w=-0.10592398483778956, v*w=-0.10592398483778956
f=a, v=2, w=-0.05768615072059646, v*w=-0.11537230144119293
f=Anolder, v=1, w=-0.13999367311387884, v*w=-0.13999367311387884
f=andglasses, v=1, w=-0.14992215978321793, v*w=-0.14992215978321793
f=famous, v=1, w=-0.1535199503293434, v*w=-0.1535199503293434
f=in, v=2, w=-0.09509361429859492, v*w=-0.19018722859718984
f=is, v=2, w=-0.10426457744737729, v*w=-0.20852915489475457
f=older, v=2, w=-0.16819244954459342, v*w=-0.33638489908918684
f=The, v=1, w=-0.4045696403961122, v*w=-0.4045696403961122
f=to, v=1, w=-0.48295348356315804, v*w=-0.48295348356315804
================================================================================
P: A woman in a purple dress talks on her cellphone and a man reads a book as a two-story bus passes by outside their window .
H: a woman calls her kids
label=0, predicted=1, wrong
